chunk_id,document_id,series_id,chunk_index,section,text,department,category,subcategory,document_type,country,classification,allowed_roles,allowed_departments,version,status,owner_team,source_system,updated_at,content_hash
ENG-000015-C04,ENG-000015,ENG-APIS-00012,4,Controls,"Error Envelopes — Global
Controls
Sensitive information must follow the organisation's classification and least-privilege requirements.",Software Engineering,APIs,error envelopes,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,servicenow,2024-11-26,b0f49b73e620
ENG-000015-C05,ENG-000015,ENG-APIS-00012,5,Procedure,"Error Envelopes — Global
Procedure
1. Confirm that the request concerns error envelopes.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Frontend Platform.",Software Engineering,APIs,error envelopes,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,servicenow,2024-11-26,e510ceb2ce06
ENG-000015-C06,ENG-000015,ENG-APIS-00012,6,Validation,"Error Envelopes — Global
Validation
Verify the current document version before acting.",Software Engineering,APIs,error envelopes,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,servicenow,2024-11-26,f3555f6a277e
ENG-000015-C07,ENG-000015,ENG-APIS-00012,7,Version,"Error Envelopes — Global
Version
Version 1.3. Status: ACTIVE.",Software Engineering,APIs,error envelopes,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,servicenow,2024-11-26,efd80f57873b
ENG-000016-C00,ENG-000016,ENG-TESTING-00013,0,Unit Testing — Global,"Unit Testing — Global
Unit Testing — Global
# Unit Testing — Global",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,3d29a5a04edd
ENG-000016-C01,ENG-000016,ENG-TESTING-00013,1,Purpose,"Unit Testing — Global
Purpose
Teams must apply this guidance when working with unit testing in production or employee-facing environments.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,235f1817fd5e
ENG-000016-C02,ENG-000016,ENG-TESTING-00013,2,Scope,"Unit Testing — Global
Scope
Country-specific and role-specific exceptions override the global baseline only when explicitly documented. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,a7225434317f
ENG-000016-C03,ENG-000016,ENG-TESTING-00013,3,Requirements,"Unit Testing — Global
Requirements
- Unit Testing must follow the current approved policy and ownership model. - Operational evidence for unit testing should be retained according to the applicable retention schedule. - Exceptions involving unit testing require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with unit testing.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,2032c5a4a927
ENG-000016-C04,ENG-000016,ENG-TESTING-00013,4,Controls,"Unit Testing — Global
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,57ac44446ae6
ENG-000016-C05,ENG-000016,ENG-TESTING-00013,5,Procedure,"Unit Testing — Global
Procedure
1. Confirm that the request concerns unit testing.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Data Platform.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,335eb40fad86
ENG-000016-C06,ENG-000016,ENG-TESTING-00013,6,Validation,"Unit Testing — Global
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,e22426cfddce
ENG-000016-C07,ENG-000016,ENG-TESTING-00013,7,Version,"Unit Testing — Global
Version
Version 1.4. Status: ACTIVE.",Software Engineering,Testing,unit testing,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,github,2025-11-27,63887186a2c1
ENG-000017-C00,ENG-000017,ENG-JAVA-SER-00014,0,Dependency Management — Australia,"Dependency Management — Australia
Dependency Management — Australia
# Dependency Management — Australia",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,44691163fd2c
ENG-000017-C01,ENG-000017,ENG-JAVA-SER-00014,1,Purpose,"Dependency Management — Australia
Purpose
This document defines the approved operating model for dependency management within Northstar Digital Services.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,6a12f3203308
ENG-000017-C02,ENG-000017,ENG-JAVA-SER-00014,2,Scope,"Dependency Management — Australia
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to Australia.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,6ab5a0f3f63c
ENG-000017-C03,ENG-000017,ENG-JAVA-SER-00014,3,Requirements,"Dependency Management — Australia
Requirements
- Dependency Management must follow the current approved policy and ownership model. - Operational evidence for dependency management should be retained according to the applicable retention schedule. - Exceptions involving dependency management require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with dependency management.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,652b7d3e6863
ENG-000017-C04,ENG-000017,ENG-JAVA-SER-00014,4,Controls,"Dependency Management — Australia
Controls
Sensitive information must follow the organisation's classification and least-privilege requirements.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,6432022467b5
ENG-000017-C05,ENG-000017,ENG-JAVA-SER-00014,5,Procedure,"Dependency Management — Australia
Procedure
1. Confirm that the request concerns dependency management.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Backend Platform.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,2e43eaaeebb0
ENG-000017-C06,ENG-000017,ENG-JAVA-SER-00014,6,Validation,"Dependency Management — Australia
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,68d3db848acb
ENG-000017-C07,ENG-000017,ENG-JAVA-SER-00014,7,Version,"Dependency Management — Australia
Version
Version 1.3. Status: ACTIVE.",Software Engineering,Java Services,dependency management,architecture_decision_record,AU,CONFIDENTIAL,"[""tech_lead"", ""architect""]","[""Software Engineering""]",1.3,ACTIVE,Backend Platform,hr_portal,2025-06-28,33a4f5d3f5eb
ENG-000018-C00,ENG-000018,ENG-DATABASE-00015,0,Indexing — India v1.1,"Indexing — India v1.1
Indexing — India v1.1
# Indexing — India v1.1",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,2786c9017816
ENG-000018-C01,ENG-000018,ENG-DATABASE-00015,1,Purpose,"Indexing — India v1.1
Purpose
Teams must apply this guidance when working with indexing in production or employee-facing environments.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,deb2ed4ec707
ENG-000018-C02,ENG-000018,ENG-DATABASE-00015,2,Scope,"Indexing — India v1.1
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to India.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,b42d6933e7ea
ENG-000018-C03,ENG-000018,ENG-DATABASE-00015,3,Requirements,"Indexing — India v1.1
Requirements
- Indexing must follow the current approved policy and ownership model. - Operational evidence for indexing should be retained according to the applicable retention schedule. - Exceptions involving indexing require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with indexing.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,4f1076c36de8
ENG-000018-C04,ENG-000018,ENG-DATABASE-00015,4,Controls,"Indexing — India v1.1
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,66b18cb3a0f3
ENG-000018-C05,ENG-000018,ENG-DATABASE-00015,5,Procedure,"Indexing — India v1.1
Procedure
1. Confirm that the request concerns indexing.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,67a970d793dd
ENG-000018-C06,ENG-000018,ENG-DATABASE-00015,6,Validation,"Indexing — India v1.1
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,d5fe63a26b13
ENG-000018-C07,ENG-000018,ENG-DATABASE-00015,7,Version,"Indexing — India v1.1
Version
Version 1.1. Status: ARCHIVED. This document is archived and retained only for historical reference.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ARCHIVED,Architecture Guild,confluence,2025-06-28,693f2824cbf9
ENG-000019-C00,ENG-000019,ENG-DATABASE-00015,0,Indexing — India v2.4,"Indexing — India v2.4
Indexing — India v2.4
# Indexing — India v2.4",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,0179c735112e
ENG-000019-C01,ENG-000019,ENG-DATABASE-00015,1,Purpose,"Indexing — India v2.4
Purpose
Teams must apply this guidance when working with indexing in production or employee-facing environments.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,0986cf138068
ENG-000019-C02,ENG-000019,ENG-DATABASE-00015,2,Scope,"Indexing — India v2.4
Scope
It applies to employees, contractors, and managed service teams where the stated scope is relevant. This version applies to India.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,78e66d5d51aa
ENG-000019-C03,ENG-000019,ENG-DATABASE-00015,3,Requirements,"Indexing — India v2.4
Requirements
- Indexing must follow the current approved policy and ownership model. - Operational evidence for indexing should be retained according to the applicable retention schedule. - Exceptions involving indexing require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with indexing.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,57a0705a4b32
ENG-000019-C04,ENG-000019,ENG-DATABASE-00015,4,Controls,"Indexing — India v2.4
Controls
Changes affecting production require peer review, traceable evidence, and rollback instructions.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,908ff582a23a
ENG-000019-C05,ENG-000019,ENG-DATABASE-00015,5,Procedure,"Indexing — India v2.4
Procedure
1. Confirm that the request concerns indexing.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,6b10c7b0d678
ENG-000019-C06,ENG-000019,ENG-DATABASE-00015,6,Validation,"Indexing — India v2.4
Validation
Verify the current document version before acting.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,42908a215b14
ENG-000019-C07,ENG-000019,ENG-DATABASE-00015,7,Version,"Indexing — India v2.4
Version
Version 2.4. Status: ARCHIVED. This document is archived and retained only for historical reference.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,confluence,2026-09-23,cef91344cd60
ENG-000020-C00,ENG-000020,ENG-DATABASE-00015,0,Indexing — India v3.2,"Indexing — India v3.2
Indexing — India v3.2
# Indexing — India v3.2",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,61710c5e51fa
ENG-000020-C01,ENG-000020,ENG-DATABASE-00015,1,Purpose,"Indexing — India v3.2
Purpose
This document defines the approved operating model for indexing within Northstar Digital Services.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,90f0b46aa2c9
ENG-000020-C02,ENG-000020,ENG-DATABASE-00015,2,Scope,"Indexing — India v3.2
Scope
It applies to employees, contractors, and managed service teams where the stated scope is relevant. This version applies to India.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,ed6ecf9a397d
ENG-000020-C03,ENG-000020,ENG-DATABASE-00015,3,Requirements,"Indexing — India v3.2
Requirements
- Indexing must follow the current approved policy and ownership model. - Operational evidence for indexing should be retained according to the applicable retention schedule. - Exceptions involving indexing require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with indexing.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,d491fedfbd97
ENG-000020-C04,ENG-000020,ENG-DATABASE-00015,4,Controls,"Indexing — India v3.2
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,2ade6b446432
ENG-000020-C05,ENG-000020,ENG-DATABASE-00015,5,Procedure,"Indexing — India v3.2
Procedure
1. Confirm that the request concerns indexing.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,e7f5178b2e63
ENG-000020-C06,ENG-000020,ENG-DATABASE-00015,6,Validation,"Indexing — India v3.2
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,00e44d93b26f
ENG-000020-C07,ENG-000020,ENG-DATABASE-00015,7,Version,"Indexing — India v3.2
Version
Version 3.2. Status: ACTIVE.",Software Engineering,Databases,indexing,api_guide,IN,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,github,2026-06-23,b3ee0c02a330
ENG-000021-C00,ENG-000021,ENG-JAVA-SER-00016,0,Service Templates — Australia,"Service Templates — Australia
Service Templates — Australia
# Service Templates — Australia",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,7bdc0f077e1d
ENG-000021-C01,ENG-000021,ENG-JAVA-SER-00016,1,Purpose,"Service Templates — Australia
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,2215ac55db53
ENG-000021-C02,ENG-000021,ENG-JAVA-SER-00016,2,Scope,"Service Templates — Australia
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to Australia.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,12a15d9da355
ENG-000021-C03,ENG-000021,ENG-JAVA-SER-00016,3,Requirements,"Service Templates — Australia
Requirements
- Service Templates must follow the current approved policy and ownership model. - Operational evidence for service templates should be retained according to the applicable retention schedule. - Exceptions involving service templates require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with service templates.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,ef62ecba6343
ENG-000021-C04,ENG-000021,ENG-JAVA-SER-00016,4,Controls,"Service Templates — Australia
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,f1095e888c51
ENG-000021-C05,ENG-000021,ENG-JAVA-SER-00016,5,Procedure,"Service Templates — Australia
Procedure
1. Confirm that the request concerns service templates.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Developer Experience.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,738ce7774366
ENG-000021-C06,ENG-000021,ENG-JAVA-SER-00016,6,Validation,"Service Templates — Australia
Validation
Verify the current document version before acting.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,0d03b9ce7437
ENG-000021-C07,ENG-000021,ENG-JAVA-SER-00016,7,Version,"Service Templates — Australia
Version
Version 1.2. Status: ACTIVE.",Software Engineering,Java Services,service templates,technical_standard,AU,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.2,ACTIVE,Developer Experience,github,2026-09-07,8dc160e186b6
ENG-000022-C00,ENG-000022,ENG-PYTHON-B-00017,0,Fastapi Service Standard — Australia,"Fastapi Service Standard — Australia
Fastapi Service Standard — Australia
# Fastapi Service Standard — Australia",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,5b6f503902f9
ENG-000022-C01,ENG-000022,ENG-PYTHON-B-00017,1,Purpose,"Fastapi Service Standard — Australia
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,417555448b45
ENG-000022-C02,ENG-000022,ENG-PYTHON-B-00017,2,Scope,"Fastapi Service Standard — Australia
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to Australia.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,1bf03f89ffdd
ENG-000022-C03,ENG-000022,ENG-PYTHON-B-00017,3,Requirements,"Fastapi Service Standard — Australia
Requirements
- Service contracts must use explicit schemas. - Health and readiness endpoints are required. - Timeouts, structured logging, and request IDs are mandatory in production. - Service contracts must use explicit schemas.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,0026a2dd0f21
ENG-000022-C04,ENG-000022,ENG-PYTHON-B-00017,4,Controls,"Fastapi Service Standard — Australia
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,bdf6636fb0aa
ENG-000022-C05,ENG-000022,ENG-PYTHON-B-00017,5,Procedure,"Fastapi Service Standard — Australia
Procedure
1. Confirm that the request concerns FastAPI service standard.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,0defe1520a5d
ENG-000022-C06,ENG-000022,ENG-PYTHON-B-00017,6,Validation,"Fastapi Service Standard — Australia
Validation
If the procedure does not resolve the issue, escalate to the listed owner team with timestamps, identifiers, and evidence.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,b064242a3f13
ENG-000022-C07,ENG-000022,ENG-PYTHON-B-00017,7,Version,"Fastapi Service Standard — Australia
Version
Version 1.4. Status: ACTIVE.",Software Engineering,Python Backend,FastAPI service standard,migration_guide,AU,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,google_drive,2026-08-01,069f93b7d0e5
ENG-000023-C00,ENG-000023,ENG-ARCHITEC-00018,0,Service Boundaries — United States,"Service Boundaries — United States
Service Boundaries — United States
# Service Boundaries — United States",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,9b12312d8a87
ENG-000023-C01,ENG-000023,ENG-ARCHITEC-00018,1,Purpose,"Service Boundaries — United States
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,0c1f9e9d63a1
ENG-000023-C02,ENG-000023,ENG-ARCHITEC-00018,2,Scope,"Service Boundaries — United States
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to United States.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,a8e4be597b12
ENG-000023-C03,ENG-000023,ENG-ARCHITEC-00018,3,Requirements,"Service Boundaries — United States
Requirements
- Service Boundaries must follow the current approved policy and ownership model. - Operational evidence for service boundaries should be retained according to the applicable retention schedule. - Exceptions involving service boundaries require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with service boundaries.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,09260fcc836d
ENG-000023-C04,ENG-000023,ENG-ARCHITEC-00018,4,Controls,"Service Boundaries — United States
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,c3bde58cdca2
ENG-000023-C05,ENG-000023,ENG-ARCHITEC-00018,5,Procedure,"Service Boundaries — United States
Procedure
1. Confirm that the request concerns service boundaries.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Developer Experience.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,a97ff26cae27
ENG-000023-C06,ENG-000023,ENG-ARCHITEC-00018,6,Validation,"Service Boundaries — United States
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,a12825d71a44
ENG-000023-C07,ENG-000023,ENG-ARCHITEC-00018,7,Version,"Service Boundaries — United States
Version
Version 1.3. Status: ACTIVE.",Software Engineering,Architecture,service boundaries,migration_guide,US,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Developer Experience,hr_portal,2025-01-19,a351c08669fe
ENG-000024-C00,ENG-000024,ENG-TESTING-00019,0,Unit Testing — Global,"Unit Testing — Global
Unit Testing — Global
# Unit Testing — Global",Software Engineering,Testing,unit testing,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Data Platform,servicenow,2026-09-23,3d29a5a04edd
