query_id,query,query_type,user_country,user_department,user_role,target_department,target_category,target_subcategory,relevance_judgments
Q-00091,What is the approved company procedure for this quality situation?,semantic_paraphrase,UK,Organisation & Directory,manager,Project Delivery,Quality,quality gates,"[{""document_id"": ""PMO-037035"", ""grade"": 3}, {""document_id"": ""PMO-037420"", ""grade"": 2}, {""document_id"": ""PMO-037468"", ""grade"": 2}]"
Q-00092,What should an employee do when they encounter this data protection scenario?,semantic_paraphrase,AU,Human Resources,employee,Cybersecurity,Data Protection,data classification,"[{""document_id"": ""SEC-021648"", ""grade"": 3}, {""document_id"": ""SEC-021023"", ""grade"": 2}, {""document_id"": ""SEC-021182"", ""grade"": 2}]"
Q-00093,What should an employee do when they encounter this benefits scenario?,semantic_paraphrase,IE,Software Engineering,manager,Human Resources,Benefits,meal benefits,"[{""document_id"": ""HR-027063"", ""grade"": 3}, {""document_id"": ""HR-025262"", ""grade"": 2}, {""document_id"": ""HR-026278"", ""grade"": 2}]"
Q-00094,I cannot remember my corporate sign-in secret. How can I get back in?,semantic_paraphrase,GLOBAL,Compliance & Legal,manager,IT Support,Identity,password reset,"[{""document_id"": ""ITS-036527"", ""grade"": 3}, {""document_id"": ""ITS-032049"", ""grade"": 2}, {""document_id"": ""ITS-032095"", ""grade"": 2}]"
Q-00095,What is the approved company procedure for this python backend situation?,semantic_paraphrase,IN,Project Delivery,architect,Software Engineering,Python Backend,Pydantic contracts,"[{""document_id"": ""ENG-007409"", ""grade"": 3}, {""document_id"": ""ENG-000082"", ""grade"": 2}, {""document_id"": ""ENG-002531"", ""grade"": 2}]"
Q-00096,What is the approved company procedure for this teams situation?,semantic_paraphrase,GLOBAL,Human Resources,manager,Organisation & Directory,Teams,security operations,"[{""document_id"": ""ORG-047444"", ""grade"": 3}, {""document_id"": ""ORG-047001"", ""grade"": 2}, {""document_id"": ""ORG-047025"", ""grade"": 2}]"
Q-00097,What should an employee do when they encounter this privacy scenario?,semantic_paraphrase,AU,DevOps & SRE,manager,Compliance & Legal,Privacy,PII processing,"[{""document_id"": ""LEG-044835"", ""grade"": 3}, {""document_id"": ""LEG-043127"", ""grade"": 2}, {""document_id"": ""LEG-043534"", ""grade"": 2}]"
Q-00098,Where can I find the current guidance owned by Data Platform for this issue?,semantic_paraphrase,IN,DevOps & SRE,tech_lead,Software Engineering,Messaging,consumer retries,"[{""document_id"": ""ENG-001728"", ""grade"": 3}, {""document_id"": ""ENG-000244"", ""grade"": 2}, {""document_id"": ""ENG-000419"", ""grade"": 2}]"
Q-00099,What is the approved company procedure for this testing situation?,semantic_paraphrase,IN,Cybersecurity,architect,Software Engineering,Testing,coverage policy,"[{""document_id"": ""ENG-009905"", ""grade"": 3}, {""document_id"": ""ENG-000193"", ""grade"": 2}, {""document_id"": ""ENG-000246"", ""grade"": 2}]"
Q-00100,What should an employee do when they encounter this sdlc scenario?,semantic_paraphrase,UK,Cloud,project_manager,Project Delivery,SDLC,design review,"[{""document_id"": ""PMO-037590"", ""grade"": 3}, {""document_id"": ""PMO-037103"", ""grade"": 2}, {""document_id"": ""PMO-037419"", ""grade"": 2}]"
Q-00101,Where can I find the current guidance owned by Compliance for this issue?,semantic_paraphrase,US,DevOps & SRE,manager,Compliance & Legal,Records,records classification,"[{""document_id"": ""LEG-043318"", ""grade"": 3}, {""document_id"": ""LEG-043383"", ""grade"": 2}, {""document_id"": ""LEG-043587"", ""grade"": 2}]"
Q-00102,What should an employee do when they encounter this messaging scenario?,semantic_paraphrase,IE,Project Delivery,employee,Software Engineering,Messaging,Kafka event design,"[{""document_id"": ""ENG-006589"", ""grade"": 3}, {""document_id"": ""ENG-001215"", ""grade"": 2}, {""document_id"": ""ENG-001855"", ""grade"": 2}]"
Q-00103,What is the approved company procedure for this aws situation?,semantic_paraphrase,GLOBAL,IT Support,engineer,Cloud,AWS,VPC design,"[{""document_id"": ""CLD-020467"", ""grade"": 3}, {""document_id"": ""CLD-017073"", ""grade"": 2}, {""document_id"": ""CLD-017096"", ""grade"": 2}]"
Q-00104,What is the approved company procedure for this collaboration situation?,semantic_paraphrase,UK,Cloud,it_support,IT Support,Collaboration,Teams access,"[{""document_id"": ""ITS-032019"", ""grade"": 3}, {""document_id"": ""ITS-032409"", ""grade"": 2}, {""document_id"": ""ITS-032545"", ""grade"": 2}]"
Q-00105,What is the approved company procedure for this messaging situation?,semantic_paraphrase,GLOBAL,Cloud,employee,Software Engineering,Messaging,Kafka event design,"[{""document_id"": ""ENG-000421"", ""grade"": 3}, {""document_id"": ""ENG-000283"", ""grade"": 2}, {""document_id"": ""ENG-000475"", ""grade"": 2}]"
Q-00106,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,GLOBAL,Cybersecurity,engineer,Project Delivery,Governance,change control,"[{""document_id"": ""PMO-038246"", ""grade"": 3}, {""document_id"": ""PMO-037007"", ""grade"": 2}, {""document_id"": ""PMO-037014"", ""grade"": 2}]"
Q-00107,What should an employee do when they encounter this observability scenario?,semantic_paraphrase,GLOBAL,Human Resources,employee,DevOps & SRE,Observability,distributed tracing,"[{""document_id"": ""SRE-010770"", ""grade"": 3}, {""document_id"": ""SRE-010083"", ""grade"": 2}, {""document_id"": ""SRE-010277"", ""grade"": 2}]"
Q-00108,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,AU,Cybersecurity,employee,Software Engineering,Testing,integration testing,"[{""document_id"": ""ENG-006138"", ""grade"": 3}, {""document_id"": ""ENG-000552"", ""grade"": 2}, {""document_id"": ""ENG-000669"", ""grade"": 2}]"
Q-00109,What should an employee do when they encounter this apis scenario?,semantic_paraphrase,AU,Organisation & Directory,tech_lead,Software Engineering,APIs,idempotency,"[{""document_id"": ""ENG-009076"", ""grade"": 3}, {""document_id"": ""ENG-000340"", ""grade"": 2}, {""document_id"": ""ENG-000775"", ""grade"": 2}]"
Q-00110,Where can I find the current guidance owned by Frontend Platform for this issue?,semantic_paraphrase,SG,Compliance & Legal,engineer,Software Engineering,Testing,end-to-end testing,"[{""document_id"": ""ENG-009061"", ""grade"": 3}, {""document_id"": ""ENG-001299"", ""grade"": 2}, {""document_id"": ""ENG-001382"", ""grade"": 2}]"
Q-00111,What is the approved company procedure for this mandatory situation?,semantic_paraphrase,SG,Finance & Benefits,employee,Learning & Development,Mandatory,anti-bribery,"[{""document_id"": ""LND-045843"", ""grade"": 3}, {""document_id"": ""LND-045621"", ""grade"": 2}, {""document_id"": ""LND-045850"", ""grade"": 2}]"
Q-00112,What should an employee do when they encounter this frontend scenario?,semantic_paraphrase,GLOBAL,IT Support,engineer,Software Engineering,Frontend,performance budgets,"[{""document_id"": ""ENG-002084"", ""grade"": 3}, {""document_id"": ""ENG-000122"", ""grade"": 2}, {""document_id"": ""ENG-000141"", ""grade"": 2}]"
Q-00113,Where can I find the current guidance owned by Service Desk for this issue?,semantic_paraphrase,IN,Software Engineering,employee,IT Support,Identity,access request,"[{""document_id"": ""ITS-035132"", ""grade"": 3}, {""document_id"": ""ITS-032064"", ""grade"": 2}, {""document_id"": ""ITS-032667"", ""grade"": 2}]"
Q-00114,Where can I find the current guidance owned by Talent Management for this issue?,semantic_paraphrase,IN,Organisation & Directory,manager,Human Resources,Performance,annual review,"[{""document_id"": ""HR-031162"", ""grade"": 3}, {""document_id"": ""HR-025121"", ""grade"": 2}, {""document_id"": ""HR-025460"", ""grade"": 2}]"
Q-00115,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,UK,Software Engineering,tech_lead,Software Engineering,APIs,rate limiting,"[{""document_id"": ""ENG-002618"", ""grade"": 3}, {""document_id"": ""ENG-000110"", ""grade"": 2}, {""document_id"": ""ENG-000336"", ""grade"": 2}]"
Q-00116,What should an employee do when they encounter this benefits scenario?,semantic_paraphrase,AU,Finance & Benefits,hr,Human Resources,Benefits,life insurance,"[{""document_id"": ""HR-027086"", ""grade"": 3}, {""document_id"": ""HR-026064"", ""grade"": 2}, {""document_id"": ""HR-026541"", ""grade"": 2}]"
Q-00117,What is the approved company procedure for this quality situation?,semantic_paraphrase,US,Learning & Development,engineer,Project Delivery,Quality,release readiness,"[{""document_id"": ""PMO-038105"", ""grade"": 3}, {""document_id"": ""PMO-037090"", ""grade"": 2}, {""document_id"": ""PMO-037165"", ""grade"": 2}]"
Q-00118,Remote network access is not working; which guide should I follow?,semantic_paraphrase,US,Human Resources,manager,IT Support,Network,VPN,"[{""document_id"": ""ITS-034712"", ""grade"": 3}, {""document_id"": ""ITS-032201"", ""grade"": 2}, {""document_id"": ""ITS-032394"", ""grade"": 2}]"
Q-00119,Where can I find the current guidance owned by FinOps for this issue?,semantic_paraphrase,GLOBAL,Learning & Development,engineer,Cloud,Governance,landing zones,"[{""document_id"": ""CLD-018944"", ""grade"": 3}, {""document_id"": ""CLD-017008"", ""grade"": 2}, {""document_id"": ""CLD-017054"", ""grade"": 2}]"
Q-00120,What is the approved company procedure for this apis situation?,semantic_paraphrase,GLOBAL,Software Engineering,tech_lead,Software Engineering,APIs,pagination,"[{""document_id"": ""ENG-008317"", ""grade"": 3}, {""document_id"": ""ENG-000116"", ""grade"": 2}, {""document_id"": ""ENG-000199"", ""grade"": 2}]"
Q-00121,Where can I find the current guidance owned by Identity Support for this issue?,semantic_paraphrase,US,IT Support,employee,IT Support,Identity,SSO issue,"[{""document_id"": ""ITS-033276"", ""grade"": 3}, {""document_id"": ""ITS-032366"", ""grade"": 2}, {""document_id"": ""ITS-032381"", ""grade"": 2}]"
Q-00122,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,US,Project Delivery,engineer,DevOps & SRE,Kubernetes,node pressure,"[{""document_id"": ""SRE-013740"", ""grade"": 3}, {""document_id"": ""SRE-010212"", ""grade"": 2}, {""document_id"": ""SRE-010723"", ""grade"": 2}]"
Q-00123,What should an employee do when they encounter this identity scenario?,semantic_paraphrase,IN,Finance & Benefits,manager,Cybersecurity,Identity,service accounts,"[{""document_id"": ""SEC-024310"", ""grade"": 3}, {""document_id"": ""SEC-021218"", ""grade"": 2}, {""document_id"": ""SEC-021234"", ""grade"": 2}]"
Q-00124,What should an employee do when they encounter this data protection scenario?,semantic_paraphrase,SG,Organisation & Directory,security,Cybersecurity,Data Protection,key rotation,"[{""document_id"": ""SEC-023241"", ""grade"": 3}, {""document_id"": ""SEC-021400"", ""grade"": 2}, {""document_id"": ""SEC-021525"", ""grade"": 2}]"
Q-00125,Where can I find the current guidance owned by Identity Security for this issue?,semantic_paraphrase,GLOBAL,IT Support,manager,Cybersecurity,Application Security,dependency scanning,"[{""document_id"": ""SEC-023299"", ""grade"": 3}, {""document_id"": ""SEC-021067"", ""grade"": 2}, {""document_id"": ""SEC-021109"", ""grade"": 2}]"
Q-00126,What is the approved company procedure for this employment situation?,semantic_paraphrase,UK,Human Resources,manager,Human Resources,Employment,employee referrals,"[{""document_id"": ""HR-026346"", ""grade"": 3}, {""document_id"": ""HR-025042"", ""grade"": 2}, {""document_id"": ""HR-025559"", ""grade"": 2}]"
Q-00127,Where can I find the current guidance owned by Enterprise Architecture for this issue?,semantic_paraphrase,IN,Software Engineering,employee,Organisation & Directory,Teams,data platform,"[{""document_id"": ""ORG-049449"", ""grade"": 3}, {""document_id"": ""ORG-047184"", ""grade"": 2}, {""document_id"": ""ORG-047189"", ""grade"": 2}]"
Q-00128,What Python versions are permitted in production?,semantic_paraphrase,IN,Project Delivery,employee,Software Engineering,Python Backend,Python runtime,"[{""document_id"": ""ENG-008397"", ""grade"": 3}, {""document_id"": ""ENG-002213"", ""grade"": 2}, {""document_id"": ""ENG-002329"", ""grade"": 2}]"
Q-00129,What should an employee do when they encounter this architecture scenario?,semantic_paraphrase,IN,DevOps & SRE,employee,Software Engineering,Architecture,event-driven design,"[{""document_id"": ""ENG-006766"", ""grade"": 3}, {""document_id"": ""ENG-000528"", ""grade"": 2}, {""document_id"": ""ENG-001078"", ""grade"": 2}]"
Q-00130,What is the approved company procedure for this testing situation?,semantic_paraphrase,IN,Finance & Benefits,tech_lead,Software Engineering,Testing,unit testing,"[{""document_id"": ""ENG-006710"", ""grade"": 3}, {""document_id"": ""ENG-000586"", ""grade"": 2}, {""document_id"": ""ENG-002372"", ""grade"": 2}]"
Q-00131,What should an employee do when they encounter this messaging scenario?,semantic_paraphrase,SG,Human Resources,tech_lead,Software Engineering,Messaging,Kafka event design,"[{""document_id"": ""ENG-001776"", ""grade"": 3}, {""document_id"": ""ENG-002284"", ""grade"": 2}, {""document_id"": ""ENG-004826"", ""grade"": 2}]"
Q-00132,What is the approved company procedure for this leadership situation?,semantic_paraphrase,GLOBAL,Finance & Benefits,employee,Learning & Development,Leadership,hiring,"[{""document_id"": ""LND-045654"", ""grade"": 3}, {""document_id"": ""LND-045072"", ""grade"": 2}, {""document_id"": ""LND-045202"", ""grade"": 2}]"
Q-00133,What is the approved company procedure for this identity situation?,semantic_paraphrase,GLOBAL,Cybersecurity,employee,IT Support,Identity,account lockout,"[{""document_id"": ""ITS-035317"", ""grade"": 3}, {""document_id"": ""ITS-032135"", ""grade"": 2}, {""document_id"": ""ITS-032205"", ""grade"": 2}]"
Q-00134,Where can I find the current guidance owned by Enterprise IT for this issue?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,IT Support,Identity,SSO issue,"[{""document_id"": ""ITS-034585"", ""grade"": 3}, {""document_id"": ""ITS-032051"", ""grade"": 2}, {""document_id"": ""ITS-032061"", ""grade"": 2}]"
Q-00135,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,AU,Software Engineering,engineer,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-005267"", ""grade"": 3}, {""document_id"": ""ENG-001646"", ""grade"": 2}, {""document_id"": ""ENG-002258"", ""grade"": 2}]"
Q-00136,Where can I find the current guidance owned by Learning & Development for this issue?,semantic_paraphrase,SG,Human Resources,employee,Learning & Development,Mandatory,security awareness,"[{""document_id"": ""LND-046400"", ""grade"": 3}, {""document_id"": ""LND-045161"", ""grade"": 2}, {""document_id"": ""LND-045506"", ""grade"": 2}]"
Q-00137,Where can I find the current guidance owned by Site Reliability Engineering for this issue?,semantic_paraphrase,GLOBAL,Cybersecurity,engineer,DevOps & SRE,Observability,distributed tracing,"[{""document_id"": ""SRE-011064"", ""grade"": 3}, {""document_id"": ""SRE-010083"", ""grade"": 2}, {""document_id"": ""SRE-010277"", ""grade"": 2}]"
Q-00138,What is the approved company procedure for this cost situation?,semantic_paraphrase,IE,Finance & Benefits,architect,Cloud,Cost,rightsizing,"[{""document_id"": ""CLD-020712"", ""grade"": 3}, {""document_id"": ""CLD-017067"", ""grade"": 2}, {""document_id"": ""CLD-017887"", ""grade"": 2}]"
Q-00139,Where can I find the current guidance owned by Infrastructure Architecture for this issue?,semantic_paraphrase,GLOBAL,DevOps & SRE,cloud_engineer,Cloud,Governance,service approval,"[{""document_id"": ""CLD-019204"", ""grade"": 3}, {""document_id"": ""CLD-017011"", ""grade"": 2}, {""document_id"": ""CLD-017012"", ""grade"": 2}]"
Q-00140,What is the approved company procedure for this architecture situation?,semantic_paraphrase,US,Cybersecurity,engineer,Software Engineering,Architecture,monolith decomposition,"[{""document_id"": ""ENG-001546"", ""grade"": 3}, {""document_id"": ""ENG-001675"", ""grade"": 2}, {""document_id"": ""ENG-001862"", ""grade"": 2}]"
Q-00141,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,IN,Compliance & Legal,manager,Organisation & Directory,Teams,payments,"[{""document_id"": ""ORG-049076"", ""grade"": 3}, {""document_id"": ""ORG-047011"", ""grade"": 2}, {""document_id"": ""ORG-047033"", ""grade"": 2}]"
Q-00142,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,IN,Human Resources,sre,DevOps & SRE,Kubernetes,autoscaling,"[{""document_id"": ""SRE-016986"", ""grade"": 3}, {""document_id"": ""SRE-010221"", ""grade"": 2}, {""document_id"": ""SRE-010401"", ""grade"": 2}]"
Q-00143,What is the approved company procedure for this azure situation?,semantic_paraphrase,IN,Cloud,engineer,Cloud,Azure,Blob storage,"[{""document_id"": ""CLD-019230"", ""grade"": 3}, {""document_id"": ""CLD-017244"", ""grade"": 2}, {""document_id"": ""CLD-017559"", ""grade"": 2}]"
Q-00144,What is the approved company procedure for this observability situation?,semantic_paraphrase,UK,Organisation & Directory,tech_lead,DevOps & SRE,Observability,alert routing,"[{""document_id"": ""SRE-010379"", ""grade"": 3}, {""document_id"": ""SRE-010445"", ""grade"": 2}, {""document_id"": ""SRE-010671"", ""grade"": 2}]"
Q-00145,What should an employee do when they encounter this remote work scenario?,semantic_paraphrase,UK,Project Delivery,manager,Human Resources,Remote Work,remote-work exceptions,"[{""document_id"": ""HR-028188"", ""grade"": 3}, {""document_id"": ""HR-025053"", ""grade"": 2}, {""document_id"": ""HR-025136"", ""grade"": 2}]"
Q-00146,Where can I find the current guidance owned by Payroll for this issue?,semantic_paraphrase,IN,Software Engineering,finance,Finance & Benefits,Payroll,bonus payment,"[{""document_id"": ""FIN-040631"", ""grade"": 3}, {""document_id"": ""FIN-040580"", ""grade"": 2}, {""document_id"": ""FIN-040638"", ""grade"": 2}]"
Q-00147,What should an employee do when they encounter this procurement scenario?,semantic_paraphrase,AU,Software Engineering,employee,Finance & Benefits,Procurement,vendor onboarding,"[{""document_id"": ""FIN-042999"", ""grade"": 3}, {""document_id"": ""FIN-040611"", ""grade"": 2}, {""document_id"": ""FIN-040788"", ""grade"": 2}]"
Q-00148,Where can I find the current guidance owned by Identity Support for this issue?,semantic_paraphrase,GLOBAL,Human Resources,employee,IT Support,Endpoint,disk encryption,"[{""document_id"": ""ITS-032722"", ""grade"": 3}, {""document_id"": ""ITS-032023"", ""grade"": 2}, {""document_id"": ""ITS-032054"", ""grade"": 2}]"
Q-00149,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,UK,Compliance & Legal,tech_lead,DevOps & SRE,Databases,slow queries,"[{""document_id"": ""SRE-011603"", ""grade"": 3}, {""document_id"": ""SRE-010110"", ""grade"": 2}, {""document_id"": ""SRE-010210"", ""grade"": 2}]"
Q-00150,How do I connect securely to company systems when I am outside the office?,semantic_paraphrase,UK,Organisation & Directory,it_support,IT Support,Network,VPN,"[{""document_id"": ""ITS-032032"", ""grade"": 3}, {""document_id"": ""ITS-032329"", ""grade"": 2}, {""document_id"": ""ITS-033222"", ""grade"": 2}]"
Q-00151,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,IN,Finance & Benefits,manager,Human Resources,Performance,annual review,"[{""document_id"": ""HR-029302"", ""grade"": 3}, {""document_id"": ""HR-025121"", ""grade"": 2}, {""document_id"": ""HR-025460"", ""grade"": 2}]"
Q-00152,Where can I find the current guidance owned by Delivery Excellence for this issue?,semantic_paraphrase,GLOBAL,Human Resources,project_manager,Project Delivery,Governance,status reporting,"[{""document_id"": ""PMO-037448"", ""grade"": 3}, {""document_id"": ""PMO-037042"", ""grade"": 2}, {""document_id"": ""PMO-037099"", ""grade"": 2}]"
Q-00153,What is the approved company procedure for this messaging situation?,semantic_paraphrase,IN,DevOps & SRE,architect,Software Engineering,Messaging,consumer retries,"[{""document_id"": ""ENG-005950"", ""grade"": 3}, {""document_id"": ""ENG-000244"", ""grade"": 2}, {""document_id"": ""ENG-000419"", ""grade"": 2}]"
Q-00154,What is the approved company procedure for this payroll situation?,semantic_paraphrase,IN,Finance & Benefits,manager,Finance & Benefits,Payroll,salary cycle,"[{""document_id"": ""FIN-042253"", ""grade"": 3}, {""document_id"": ""FIN-040559"", ""grade"": 2}, {""document_id"": ""FIN-040678"", ""grade"": 2}]"
Q-00155,Which geographic locations are allowed to host customer workloads?,semantic_paraphrase,GLOBAL,Project Delivery,employee,Cloud,AWS,approved regions,"[{""document_id"": ""CLD-017977"", ""grade"": 3}, {""document_id"": ""CLD-017021"", ""grade"": 2}, {""document_id"": ""CLD-017053"", ""grade"": 2}]"
Q-00156,What should an employee do when they encounter this procurement scenario?,semantic_paraphrase,IN,Finance & Benefits,manager,Finance & Benefits,Procurement,approval limits,"[{""document_id"": ""FIN-041647"", ""grade"": 3}, {""document_id"": ""FIN-040628"", ""grade"": 2}, {""document_id"": ""FIN-040736"", ""grade"": 2}]"
Q-00157,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,IN,Human Resources,engineer,DevOps & SRE,Databases,failover,"[{""document_id"": ""SRE-010680"", ""grade"": 3}, {""document_id"": ""SRE-010017"", ""grade"": 2}, {""document_id"": ""SRE-010044"", ""grade"": 2}]"
Q-00158,What determines where regulated customer data is allowed to live?,semantic_paraphrase,US,DevOps & SRE,architect,Cloud,Governance,data residency,"[{""document_id"": ""CLD-018492"", ""grade"": 3}, {""document_id"": ""CLD-018893"", ""grade"": 2}, {""document_id"": ""CLD-018900"", ""grade"": 2}]"
Q-00159,What is the approved company procedure for this java services situation?,semantic_paraphrase,GLOBAL,IT Support,architect,Software Engineering,Java Services,JVM tuning,"[{""document_id"": ""ENG-000868"", ""grade"": 3}, {""document_id"": ""ENG-000052"", ""grade"": 2}, {""document_id"": ""ENG-000156"", ""grade"": 2}]"
Q-00160,What is the approved company procedure for this incidents situation?,semantic_paraphrase,GLOBAL,Software Engineering,engineer,DevOps & SRE,Incidents,memory pressure,"[{""document_id"": ""SRE-012353"", ""grade"": 3}, {""document_id"": ""SRE-010094"", ""grade"": 2}, {""document_id"": ""SRE-010239"", ""grade"": 2}]"
Q-00161,Where can I find the current guidance owned by Service Management for this issue?,semantic_paraphrase,GLOBAL,Learning & Development,manager,Organisation & Directory,Escalation,vendor escalation,"[{""document_id"": ""ORG-049395"", ""grade"": 3}, {""document_id"": ""ORG-047016"", ""grade"": 2}, {""document_id"": ""ORG-047018"", ""grade"": 2}]"
Q-00162,Where can I find the current guidance owned by Observability Team for this issue?,semantic_paraphrase,GLOBAL,Cloud,engineer,DevOps & SRE,Observability,error budgets,"[{""document_id"": ""SRE-012696"", ""grade"": 3}, {""document_id"": ""SRE-010058"", ""grade"": 2}, {""document_id"": ""SRE-010259"", ""grade"": 2}]"
Q-00163,Where can I find the current guidance owned by Records Management for this issue?,semantic_paraphrase,IE,Project Delivery,employee,Compliance & Legal,Contracts,SOW approval,"[{""document_id"": ""LEG-043098"", ""grade"": 3}, {""document_id"": ""LEG-043311"", ""grade"": 2}, {""document_id"": ""LEG-043391"", ""grade"": 2}]"
Q-00164,What should an employee do when they encounter this collaboration scenario?,semantic_paraphrase,US,Software Engineering,employee,IT Support,Collaboration,distribution list,"[{""document_id"": ""ITS-036629"", ""grade"": 3}, {""document_id"": ""ITS-032077"", ""grade"": 2}, {""document_id"": ""ITS-032109"", ""grade"": 2}]"
Q-00165,Where can I find the current guidance owned by Cloud Governance for this issue?,semantic_paraphrase,US,Human Resources,engineer,Cloud,AWS,RDS deployment,"[{""document_id"": ""CLD-019293"", ""grade"": 3}, {""document_id"": ""CLD-017123"", ""grade"": 2}, {""document_id"": ""CLD-017243"", ""grade"": 2}]"
Q-00166,What is the approved company procedure for this procurement situation?,semantic_paraphrase,UK,Organisation & Directory,employee,Finance & Benefits,Procurement,approval limits,"[{""document_id"": ""FIN-040880"", ""grade"": 3}, {""document_id"": ""FIN-040657"", ""grade"": 2}, {""document_id"": ""FIN-040806"", ""grade"": 2}]"
Q-00167,What is the approved company procedure for this testing situation?,semantic_paraphrase,IN,Software Engineering,employee,Software Engineering,Testing,test data,"[{""document_id"": ""ENG-001361"", ""grade"": 3}, {""document_id"": ""ENG-001376"", ""grade"": 2}, {""document_id"": ""ENG-001459"", ""grade"": 2}]"
Q-00168,What is the approved company procedure for this apis situation?,semantic_paraphrase,UK,Software Engineering,architect,Software Engineering,APIs,error envelopes,"[{""document_id"": ""ENG-005840"", ""grade"": 3}, {""document_id"": ""ENG-000292"", ""grade"": 2}, {""document_id"": ""ENG-001734"", ""grade"": 2}]"
Q-00169,What is the approved company procedure for this benefits situation?,semantic_paraphrase,SG,Cybersecurity,employee,Human Resources,Benefits,transport benefits,"[{""document_id"": ""HR-030733"", ""grade"": 3}, {""document_id"": ""HR-025646"", ""grade"": 2}, {""document_id"": ""HR-026990"", ""grade"": 2}]"
Q-00170,I changed mobile devices and need to set up sign-in approval again.,semantic_paraphrase,GLOBAL,Learning & Development,it_support,IT Support,Identity,new phone enrollment,"[{""document_id"": ""ITS-035502"", ""grade"": 3}, {""document_id"": ""ITS-032014"", ""grade"": 2}, {""document_id"": ""ITS-032170"", ""grade"": 2}]"
Q-00171,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,GLOBAL,IT Support,engineer,DevOps & SRE,Kubernetes,secret rotation,"[{""document_id"": ""SRE-012758"", ""grade"": 3}, {""document_id"": ""SRE-010005"", ""grade"": 2}, {""document_id"": ""SRE-010301"", ""grade"": 2}]"
Q-00172,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,GLOBAL,Cybersecurity,tech_lead,DevOps & SRE,Incidents,queue backlog,"[{""document_id"": ""SRE-011059"", ""grade"": 3}, {""document_id"": ""SRE-010140"", ""grade"": 2}, {""document_id"": ""SRE-010236"", ""grade"": 2}]"
Q-00173,What is the approved company procedure for this incidents situation?,semantic_paraphrase,GLOBAL,Cybersecurity,sre,DevOps & SRE,Incidents,memory pressure,"[{""document_id"": ""SRE-016994"", ""grade"": 3}, {""document_id"": ""SRE-010094"", ""grade"": 2}, {""document_id"": ""SRE-010239"", ""grade"": 2}]"
Q-00174,What should an employee do when they encounter this employment scenario?,semantic_paraphrase,AU,Human Resources,hr,Human Resources,Employment,employee referrals,"[{""document_id"": ""HR-030415"", ""grade"": 3}, {""document_id"": ""HR-025447"", ""grade"": 2}, {""document_id"": ""HR-027330"", ""grade"": 2}]"
Q-00175,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,AU,Cloud,employee,Software Engineering,Frontend,performance budgets,"[{""document_id"": ""ENG-002141"", ""grade"": 3}, {""document_id"": ""ENG-000070"", ""grade"": 2}, {""document_id"": ""ENG-000136"", ""grade"": 2}]"
Q-00176,What should an employee do when they encounter this data protection scenario?,semantic_paraphrase,US,Project Delivery,security,Cybersecurity,Data Protection,data classification,"[{""document_id"": ""SEC-023761"", ""grade"": 3}, {""document_id"": ""SEC-021436"", ""grade"": 2}, {""document_id"": ""SEC-021707"", ""grade"": 2}]"
Q-00177,What should an employee do when they encounter this payroll scenario?,semantic_paraphrase,IN,Project Delivery,manager,Finance & Benefits,Payroll,payslips,"[{""document_id"": ""FIN-040892"", ""grade"": 3}, {""document_id"": ""FIN-040730"", ""grade"": 2}, {""document_id"": ""FIN-040862"", ""grade"": 2}]"
Q-00178,What is the approved company procedure for this performance situation?,semantic_paraphrase,UK,Software Engineering,employee,Human Resources,Performance,feedback,"[{""document_id"": ""HR-027621"", ""grade"": 3}, {""document_id"": ""HR-025039"", ""grade"": 2}, {""document_id"": ""HR-025795"", ""grade"": 2}]"
Q-00179,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,IN,Cybersecurity,manager,Human Resources,Benefits,health insurance,"[{""document_id"": ""HR-029876"", ""grade"": 3}, {""document_id"": ""HR-025486"", ""grade"": 2}, {""document_id"": ""HR-025815"", ""grade"": 2}]"
Q-00180,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,AU,Finance & Benefits,architect,Software Engineering,Testing,end-to-end testing,"[{""document_id"": ""ENG-009259"", ""grade"": 3}, {""document_id"": ""ENG-000908"", ""grade"": 2}, {""document_id"": ""ENG-001968"", ""grade"": 2}]"
